"vote";"staendeja";"canton";"suffrage";"Abgegebene.Stimmen";"Stimmbeteiligung";"valid";"Ja.Stimmen";"Nein.Stimmen";"Ja";"result";"resultnum";"halb";"ling";"nr";"datum"
"27.09.2009 Verzicht auf die Einführung der allgemeinen Volksinitiative";23;"Zürich";862636;336004;0.39;323600;230943;92657;0.714;"Ja";1;1;"d";1;2009-09-27
"17.05.2009 Biometrische Pässe";9;"Aargau";387421;157411;0.406;155028;74813;80215;0.483;"Nein";0;1;"d";19;2009-05-17
"17.05.2009 Verfassungsartikel zur Komplementärmedizin";23;"Aargau";387421;157428;0.406;155767;96328;59439;0.618;"Ja";1;1;"d";19;2009-05-17
"17.05.2009 Biometrische Pässe";9;"Appenzell Ausserrhoden";37379;16132;0.432;15936;7443;8493;0.467;"Nein";0;0.5;"d";15;2009-05-17
"17.05.2009 Verfassungsartikel zur Komplementärmedizin";23;"Appenzell Ausserrhoden";37379;16172;0.433;16025;11103;4922;0.693;"Ja";0.5;0.5;"d";15;2009-05-17
"17.05.2009 Biometrische Pässe";9;"Appenzell Innerrhoden";11032;3318;0.301;3203;1542;1661;0.481;"Nein";0;0.5;"d";16;2009-05-17
"17.05.2009 Verfassungsartikel zur Komplementärmedizin";23;"Appenzell Innerrhoden";11032;3303;0.299;3205;2139;1066;0.667;"Ja";0.5;0.5;"d";16;2009-05-17
"17.05.2009 Biometrische Pässe";9;"Basel-Landschaft";185269;80956;0.437;79028;39447;39581;0.499;"Nein";0;0.5;"d";13;2009-05-17
"17.05.2009 Verfassungsartikel zur Komplementärmedizin";23;"Basel-Landschaft";185269;80962;0.437;79479;53594;25885;0.674;"Ja";0.5;0.5;"d";13;2009-05-17
"17.05.2009 Biometrische Pässe";9;"Basel-Stadt";113712;52006;0.457;50788;24929;25859;0.491;"Nein";0;0.5;"d";12;2009-05-17
"17.05.2009 Verfassungsartikel zur Komplementärmedizin";23;"Basel-Stadt";113712;52243;0.459;51521;35181;16340;0.683;"Ja";0.5;0.5;"d";12;2009-05-17
"17.05.2009 Biometrische Pässe";9;"Bern / Berne";704854;252455;0.358;246273;122134;124139;0.496;"Nein";0;1;"d";2;2009-05-17
"17.05.2009 Verfassungsartikel zur Komplementärmedizin";23;"Bern / Berne";704854;252454;0.358;249371;166997;82374;0.67;"Ja";1;1;"d";2;2009-05-17
"17.05.2009 Biometrische Pässe";9;"Fribourg / Freiburg";178542;58004;0.325;56767;30124;26643;0.531;"Ja";1;1;"l";10;2009-05-17
"17.05.2009 Verfassungsartikel zur Komplementärmedizin";23;"Fribourg / Freiburg";178542;58091;0.325;57419;41607;15812;0.725;"Ja";1;1;"l";10;2009-05-17
"17.05.2009 Biometrische Pässe";9;"Genève";234036;94603;0.404;91714;43246;48468;0.472;"Nein";0;1;"l";25;2009-05-17
"17.05.2009 Verfassungsartikel zur Komplementärmedizin";23;"Genève";234036;94603;0.404;92425;71971;20454;0.779;"Ja";1;1;"l";25;2009-05-17
"17.05.2009 Biometrische Pässe";9;"Glarus";25683;6767;0.263;6669;3332;3337;0.5;"Nein";0;1;"d";8;2009-05-17
"17.05.2009 Verfassungsartikel zur Komplementärmedizin";23;"Glarus";25683;6762;0.263;6705;4021;2684;0.6;"Ja";1;1;"d";8;2009-05-17
"17.05.2009 Biometrische Pässe";9;"Graubünden / Grigioni / Grischun";133562;44656;0.334;43350;23484;19866;0.542;"Ja";1;1;"l";18;2009-05-17
"17.05.2009 Verfassungsartikel zur Komplementärmedizin";23;"Graubünden / Grigioni / Grischun";133562;44900;0.336;43956;29209;14747;0.665;"Ja";1;1;"l";18;2009-05-17
"17.05.2009 Biometrische Pässe";9;"Jura";49849;13866;0.278;13561;5961;7600;0.44;"Nein";0;1;"l";26;2009-05-17
"17.05.2009 Verfassungsartikel zur Komplementärmedizin";23;"Jura";49849;13883;0.279;13717;10579;3138;0.771;"Ja";1;1;"l";26;2009-05-17
"17.05.2009 Biometrische Pässe";9;"Luzern";252042;98482;0.391;95947;55230;40717;0.576;"Ja";1;1;"d";3;2009-05-17
"17.05.2009 Verfassungsartikel zur Komplementärmedizin";23;"Luzern";252042;98597;0.391;96575;62837;33738;0.651;"Ja";1;1;"d";3;2009-05-17
"17.05.2009 Biometrische Pässe";9;"Neuchâtel";107765;44985;0.417;43984;21647;22337;0.492;"Nein";0;1;"l";24;2009-05-17
"17.05.2009 Verfassungsartikel zur Komplementärmedizin";23;"Neuchâtel";107765;45007;0.418;44324;32427;11897;0.732;"Ja";1;1;"l";24;2009-05-17
"17.05.2009 Biometrische Pässe";9;"Nidwalden";29942;11388;0.38;11047;6025;5022;0.545;"Ja";0.5;0.5;"d";7;2009-05-17
"17.05.2009 Verfassungsartikel zur Komplementärmedizin";23;"Nidwalden";29942;11410;0.381;11115;7203;3912;0.648;"Ja";0.5;0.5;"d";7;2009-05-17
"17.05.2009 Biometrische Pässe";9;"Obwalden";24401;8867;0.363;8564;4715;3849;0.551;"Ja";0.5;0.5;"d";6;2009-05-17
"17.05.2009 Verfassungsartikel zur Komplementärmedizin";23;"Obwalden";24401;8877;0.364;8619;5354;3265;0.621;"Ja";0.5;0.5;"d";6;2009-05-17
"17.05.2009 Biometrische Pässe";9;"Schaffhausen";48866;28815;0.59;26795;11919;14876;0.445;"Nein";0;1;"d";14;2009-05-17
"17.05.2009 Verfassungsartikel zur Komplementärmedizin";23;"Schaffhausen";48866;28819;0.59;26956;15348;11608;0.569;"Ja";1;1;"d";14;2009-05-17
"17.05.2009 Biometrische Pässe";9;"Schweiz";5011176;1942864;0.388;1900665;953173;947492;0.501;"Ja";1;1;"l";27;2009-05-17
"17.05.2009 Verfassungsartikel zur Komplementärmedizin";23;"Schweiz";5011176;1944267;0.388;1915453;1283893;631560;0.67;"Ja";1;1;"l";27;2009-05-17
"17.05.2009 Biometrische Pässe";9;"Schwyz";95939;38364;0.4;37975;17574;20401;0.463;"Nein";0;1;"d";5;2009-05-17
"17.05.2009 Verfassungsartikel zur Komplementärmedizin";23;"Schwyz";95939;38315;0.399;37996;22436;15560;0.59;"Ja";1;1;"d";5;2009-05-17
"17.05.2009 Biometrische Pässe";9;"Solothurn";170161;71964;0.423;70894;36789;34105;0.519;"Ja";1;1;"d";11;2009-05-17
"17.05.2009 Verfassungsartikel zur Komplementärmedizin";23;"Solothurn";170161;72014;0.423;71384;47118;24266;0.66;"Ja";1;1;"d";11;2009-05-17
"17.05.2009 Biometrische Pässe";9;"St. Gallen";304151;101910;0.335;100840;50799;50041;0.504;"Ja";1;1;"d";17;2009-05-17
"17.05.2009 Verfassungsartikel zur Komplementärmedizin";23;"St. Gallen";304151;102033;0.335;101399;63844;37555;0.63;"Ja";1;1;"d";17;2009-05-17
"17.05.2009 Biometrische Pässe";9;"Thurgau";155933;64374;0.413;62163;30542;31621;0.491;"Nein";0;1;"d";20;2009-05-17
"17.05.2009 Verfassungsartikel zur Komplementärmedizin";23;"Thurgau";155933;64462;0.413;62411;39449;22962;0.632;"Ja";1;1;"d";20;2009-05-17
"17.05.2009 Biometrische Pässe";9;"Ticino";208303;67445;0.324;65910;32597;33313;0.495;"Nein";0;1;"l";21;2009-05-17
"17.05.2009 Verfassungsartikel zur Komplementärmedizin";23;"Ticino";208303;67443;0.324;66226;43742;22484;0.66;"Ja";1;1;"l";21;2009-05-17
"17.05.2009 Biometrische Pässe";9;"Uri";25925;10407;0.401;10119;4980;5139;0.492;"Nein";0;1;"d";4;2009-05-17
"17.05.2009 Verfassungsartikel zur Komplementärmedizin";23;"Uri";25925;10446;0.403;10172;5953;4219;0.585;"Ja";1;1;"d";4;2009-05-17
"17.05.2009 Biometrische Pässe";9;"Valais / Wallis";199324;77452;0.389;75236;38688;36548;0.514;"Ja";1;1;"l";23;2009-05-17
"17.05.2009 Verfassungsartikel zur Komplementärmedizin";23;"Valais / Wallis";199324;77483;0.389;75796;55797;19999;0.736;"Ja";1;1;"l";23;2009-05-17
"17.05.2009 Biometrische Pässe";9;"Vaud";397934;166527;0.418;163006;74098;88908;0.455;"Nein";0;1;"l";22;2009-05-17
"17.05.2009 Verfassungsartikel zur Komplementärmedizin";23;"Vaud";397934;166666;0.419;164778;129312;35466;0.785;"Ja";1;1;"l";22;2009-05-17
"17.05.2009 Biometrische Pässe";9;"Zug";70804;30953;0.437;30561;16898;13663;0.553;"Ja";1;1;"d";9;2009-05-17
"17.05.2009 Verfassungsartikel zur Komplementärmedizin";23;"Zug";70804;31001;0.438;30816;19993;10823;0.649;"Ja";1;1;"d";9;2009-05-17
"17.05.2009 Biometrische Pässe";9;"Zürich";858347;340757;0.397;335307;174217;161090;0.52;"Ja";1;1;"d";1;2009-05-17
"17.05.2009 Verfassungsartikel zur Komplementärmedizin";23;"Zürich";858347;340893;0.397;337296;210351;126945;0.624;"Ja";1;1;"d";1;2009-05-17
"08.02.2009 Personenfreizügigkeit Schweiz-EU";19.5;"Aargau";386265;194371;0.503;193075;107193;85882;0.555;"Ja";1;1;"d";19;2009-02-08
"08.02.2009 Personenfreizügigkeit Schweiz-EU";19.5;"Appenzell Ausserrhoden";37179;19853;0.534;19760;11325;8435;0.573;"Ja";0.5;0.5;"d";15;2009-02-08
"08.02.2009 Personenfreizügigkeit Schweiz-EU";19.5;"Appenzell Innerrhoden";10989;5192;0.472;5078;2369;2709;0.467;"Nein";0;0.5;"d";16;2009-02-08
"08.02.2009 Personenfreizügigkeit Schweiz-EU";19.5;"Basel-Landschaft";185371;93887;0.506;92645;58603;34042;0.633;"Ja";0.5;0.5;"d";13;2009-02-08
"08.02.2009 Personenfreizügigkeit Schweiz-EU";19.5;"Basel-Stadt";113577;64130;0.565;63424;42390;21034;0.668;"Ja";0.5;0.5;"d";12;2009-02-08
"08.02.2009 Personenfreizügigkeit Schweiz-EU";19.5;"Bern / Berne";703313;324384;0.461;322134;202569;119565;0.629;"Ja";1;1;"d";2;2009-02-08
"08.02.2009 Personenfreizügigkeit Schweiz-EU";19.5;"Fribourg / Freiburg";177788;87957;0.495;86855;56025;30830;0.645;"Ja";1;1;"l";10;2009-02-08
"08.02.2009 Personenfreizügigkeit Schweiz-EU";19.5;"Genève";234184;128173;0.547;126443;78903;47540;0.624;"Ja";1;1;"l";25;2009-02-08
"08.02.2009 Personenfreizügigkeit Schweiz-EU";19.5;"Glarus";25684;13890;0.541;13786;6754;7032;0.49;"Nein";0;1;"d";8;2009-02-08
"08.02.2009 Personenfreizügigkeit Schweiz-EU";19.5;"Graubünden / Grigioni / Grischun";133525;60998;0.457;59889;35545;24344;0.594;"Ja";1;1;"l";18;2009-02-08
"08.02.2009 Personenfreizügigkeit Schweiz-EU";19.5;"Jura";49813;24799;0.498;24566;16423;8143;0.669;"Ja";1;1;"l";26;2009-02-08
"08.02.2009 Personenfreizügigkeit Schweiz-EU";19.5;"Luzern";250963;128383;0.512;126709;73601;53108;0.581;"Ja";1;1;"d";3;2009-02-08
"08.02.2009 Personenfreizügigkeit Schweiz-EU";19.5;"Neuchâtel";107643;59541;0.553;59059;40979;18080;0.694;"Ja";1;1;"l";24;2009-02-08
"08.02.2009 Personenfreizügigkeit Schweiz-EU";19.5;"Nidwalden";29964;17391;0.58;17007;8548;8459;0.503;"Ja";0.5;0.5;"d";7;2009-02-08
"08.02.2009 Personenfreizügigkeit Schweiz-EU";19.5;"Obwalden";24318;13221;0.544;12889;6738;6151;0.523;"Ja";0.5;0.5;"d";6;2009-02-08
"08.02.2009 Personenfreizügigkeit Schweiz-EU";19.5;"Schaffhausen";48850;33312;0.682;31846;17278;14568;0.543;"Ja";1;1;"d";14;2009-02-08
"08.02.2009 Personenfreizügigkeit Schweiz-EU";19.5;"Schweiz";4999664;2572040;0.514;2545031;1517132;1027899;0.596;"Ja";1;1;"l";27;2009-02-08
"08.02.2009 Personenfreizügigkeit Schweiz-EU";19.5;"Schwyz";95967;52176;0.544;51949;22562;29387;0.434;"Nein";0;1;"d";5;2009-02-08
"08.02.2009 Personenfreizügigkeit Schweiz-EU";19.5;"Solothurn";169906;85677;0.504;85209;49268;35941;0.578;"Ja";1;1;"d";11;2009-02-08
"08.02.2009 Personenfreizügigkeit Schweiz-EU";19.5;"St. Gallen";303175;155327;0.512;154774;86092;68682;0.556;"Ja";1;1;"d";17;2009-02-08
"08.02.2009 Personenfreizügigkeit Schweiz-EU";19.5;"Thurgau";155434;76397;0.492;74665;42233;32432;0.566;"Ja";1;1;"d";20;2009-02-08
"08.02.2009 Personenfreizügigkeit Schweiz-EU";19.5;"Ticino";207557;116747;0.562;115520;39179;76341;0.339;"Nein";0;1;"l";21;2009-02-08
"08.02.2009 Personenfreizügigkeit Schweiz-EU";19.5;"Uri";25841;11359;0.44;11202;5807;5395;0.518;"Ja";1;1;"d";4;2009-02-08
"08.02.2009 Personenfreizügigkeit Schweiz-EU";19.5;"Valais / Wallis";198910;113700;0.572;111392;66400;44992;0.596;"Ja";1;1;"l";23;2009-02-08
"08.02.2009 Personenfreizügigkeit Schweiz-EU";19.5;"Vaud";396310;212909;0.537;210103;147395;62708;0.702;"Ja";1;1;"l";22;2009-02-08
"08.02.2009 Personenfreizügigkeit Schweiz-EU";19.5;"Zug";71043;39668;0.558;39525;23410;16115;0.592;"Ja";1;1;"d";9;2009-02-08
"08.02.2009 Personenfreizügigkeit Schweiz-EU";19.5;"Zürich";856095;438598;0.512;435527;269543;165984;0.619;"Ja";1;1;"d";1;2009-02-08
"30.11.2008 Betäubungsmittelgesetz";23;"Aargau";385496;173616;0.45;168345;116735;51610;0.693;"Ja";1;1;"d";19;2008-11-30
"30.11.2008 Hanfinitiative";0;"Aargau";385496;175209;0.455;172273;63808;108465;0.37;"Nein";0;1;"d";19;2008-11-30
"30.11.2008 Initiative für ein flexibles AHV-Alter";4;"Aargau";385496;176756;0.459;175414;65342;110072;0.373;"Nein";0;1;"d";19;2008-11-30
"30.11.2008 Unverjährbarkeit pornografischer Straftaten an Kindern";18;"Aargau";385496;176033;0.457;173947;94662;79285;0.544;"Ja";1;1;"d";19;2008-11-30
"30.11.2008 Verbandsbeschwerderechts-Initiative";0;"Aargau";385496;174356;0.452;170695;63387;107308;0.371;"Nein";0;1;"d";19;2008-11-30
"30.11.2008 Betäubungsmittelgesetz";23;"Appenzell Ausserrhoden";37199;17966;0.483;17522;11894;5628;0.679;"Ja";0.5;0.5;"d";15;2008-11-30
"30.11.2008 Hanfinitiative";0;"Appenzell Ausserrhoden";37199;18107;0.487;17870;6610;11260;0.37;"Nein";0;0.5;"d";15;2008-11-30
"30.11.2008 Initiative für ein flexibles AHV-Alter";4;"Appenzell Ausserrhoden";37199;18303;0.492;18185;6327;11858;0.348;"Nein";0;0.5;"d";15;2008-11-30
"30.11.2008 Unverjährbarkeit pornografischer Straftaten an Kindern";18;"Appenzell Ausserrhoden";37199;18194;0.489;18002;9344;8658;0.519;"Ja";0.5;0.5;"d";15;2008-11-30
"30.11.2008 Verbandsbeschwerderechts-Initiative";0;"Appenzell Ausserrhoden";37199;18077;0.486;17853;5940;11913;0.333;"Nein";0;0.5;"d";15;2008-11-30
"30.11.2008 Betäubungsmittelgesetz";23;"Appenzell Innerrhoden";10988;4314;0.393;4134;2716;1418;0.657;"Ja";0.5;0.5;"d";16;2008-11-30
"30.11.2008 Hanfinitiative";0;"Appenzell Innerrhoden";10988;4325;0.394;4189;1382;2807;0.33;"Nein";0;0.5;"d";16;2008-11-30
"30.11.2008 Initiative für ein flexibles AHV-Alter";4;"Appenzell Innerrhoden";10988;4338;0.395;4254;1067;3187;0.251;"Nein";0;0.5;"d";16;2008-11-30
"30.11.2008 Unverjährbarkeit pornografischer Straftaten an Kindern";18;"Appenzell Innerrhoden";10988;4338;0.395;4221;1976;2245;0.468;"Nein";0;0.5;"d";16;2008-11-30
"30.11.2008 Verbandsbeschwerderechts-Initiative";0;"Appenzell Innerrhoden";10988;4322;0.393;4207;1309;2898;0.311;"Nein";0;0.5;"d";16;2008-11-30
"30.11.2008 Betäubungsmittelgesetz";23;"Basel-Landschaft";184694;87580;0.474;84161;62260;21901;0.74;"Ja";0.5;0.5;"d";13;2008-11-30
"30.11.2008 Hanfinitiative";0;"Basel-Landschaft";184694;88075;0.477;85823;31229;54594;0.364;"Nein";0;0.5;"d";13;2008-11-30
"30.11.2008 Initiative für ein flexibles AHV-Alter";4;"Basel-Landschaft";184694;88561;0.48;87164;35050;52114;0.402;"Nein";0;0.5;"d";13;2008-11-30
"30.11.2008 Unverjährbarkeit pornografischer Straftaten an Kindern";18;"Basel-Landschaft";184694;88373;0.478;86596;46793;39803;0.54;"Ja";0.5;0.5;"d";13;2008-11-30
"30.11.2008 Verbandsbeschwerderechts-Initiative";0;"Basel-Landschaft";184694;87585;0.474;84443;24646;59797;0.292;"Nein";0;0.5;"d";13;2008-11-30
"30.11.2008 Betäubungsmittelgesetz";23;"Basel-Stadt";113785;57600;0.506;55488;42290;13198;0.762;"Ja";0.5;0.5;"d";12;2008-11-30
"30.11.2008 Hanfinitiative";0;"Basel-Stadt";113785;58022;0.51;56731;25377;31354;0.447;"Nein";0;0.5;"d";12;2008-11-30
"30.11.2008 Initiative für ein flexibles AHV-Alter";4;"Basel-Stadt";113785;58745;0.516;57940;26923;31017;0.465;"Nein";0;0.5;"d";12;2008-11-30
"30.11.2008 Unverjährbarkeit pornografischer Straftaten an Kindern";18;"Basel-Stadt";113785;58423;0.513;57346;31251;26095;0.545;"Ja";0.5;0.5;"d";12;2008-11-30
"30.11.2008 Verbandsbeschwerderechts-Initiative";0;"Basel-Stadt";113785;57759;0.508;55985;13473;42512;0.241;"Nein";0;0.5;"d";12;2008-11-30
"30.11.2008 Betäubungsmittelgesetz";23;"Bern / Berne";702946;304214;0.433;293951;203533;90418;0.692;"Ja";1;1;"d";2;2008-11-30
"30.11.2008 Hanfinitiative";0;"Bern / Berne";702946;304188;0.433;297299;115619;181680;0.389;"Nein";0;1;"d";2;2008-11-30
"30.11.2008 Initiative für ein flexibles AHV-Alter";4;"Bern / Berne";702946;304200;0.433;300187;116697;183490;0.389;"Nein";0;1;"d";2;2008-11-30
"30.11.2008 Unverjährbarkeit pornografischer Straftaten an Kindern";18;"Bern / Berne";702946;304193;0.433;298304;145388;152916;0.487;"Nein";0;1;"d";2;2008-11-30
"30.11.2008 Verbandsbeschwerderechts-Initiative";0;"Bern / Berne";702946;304200;0.433;293014;86845;206169;0.296;"Nein";0;1;"d";2;2008-11-30
"30.11.2008 Betäubungsmittelgesetz";23;"Fribourg / Freiburg";177380;84651;0.477;81305;53719;27586;0.661;"Ja";1;1;"l";10;2008-11-30
"30.11.2008 Hanfinitiative";0;"Fribourg / Freiburg";177380;84992;0.479;82787;25101;57686;0.303;"Nein";0;1;"l";10;2008-11-30
"30.11.2008 Initiative für ein flexibles AHV-Alter";4;"Fribourg / Freiburg";177380;85294;0.481;83927;39542;44385;0.471;"Nein";0;1;"l";10;2008-11-30
"30.11.2008 Unverjährbarkeit pornografischer Straftaten an Kindern";18;"Fribourg / Freiburg";177380;85106;0.48;83201;45773;37428;0.55;"Ja";1;1;"l";10;2008-11-30
"30.11.2008 Verbandsbeschwerderechts-Initiative";0;"Fribourg / Freiburg";177380;84739;0.478;81006;23022;57984;0.284;"Nein";0;1;"l";10;2008-11-30
"30.11.2008 Betäubungsmittelgesetz";23;"Genève";234606;101519;0.433;96726;71605;25121;0.74;"Ja";1;1;"l";25;2008-11-30
"30.11.2008 Hanfinitiative";0;"Genève";234606;101519;0.433;97457;36971;60486;0.379;"Nein";0;1;"l";25;2008-11-30
"30.11.2008 Initiative für ein flexibles AHV-Alter";4;"Genève";234606;101519;0.433;99195;50642;48553;0.511;"Ja";1;1;"l";25;2008-11-30
"30.11.2008 Unverjährbarkeit pornografischer Straftaten an Kindern";18;"Genève";234606;101519;0.433;97866;42009;55857;0.429;"Nein";0;1;"l";25;2008-11-30
"30.11.2008 Verbandsbeschwerderechts-Initiative";0;"Genève";234606;101519;0.433;96224;28438;67786;0.296;"Nein";0;1;"l";25;2008-11-30
"30.11.2008 Betäubungsmittelgesetz";23;"Glarus";25655;10309;0.402;9930;6480;3450;0.653;"Ja";1;1;"d";8;2008-11-30
"30.11.2008 Hanfinitiative";0;"Glarus";25655;10329;0.403;10125;3691;6434;0.365;"Nein";0;1;"d";8;2008-11-30
"30.11.2008 Initiative für ein flexibles AHV-Alter";4;"Glarus";25655;10355;0.404;10277;4128;6149;0.402;"Nein";0;1;"d";8;2008-11-30
"30.11.2008 Unverjährbarkeit pornografischer Straftaten an Kindern";18;"Glarus";25655;10328;0.403;10181;5539;4642;0.544;"Ja";1;1;"d";8;2008-11-30
"30.11.2008 Verbandsbeschwerderechts-Initiative";0;"Glarus";25655;10321;0.402;10077;3781;6296;0.375;"Nein";0;1;"d";8;2008-11-30
"30.11.2008 Betäubungsmittelgesetz";23;"Graubünden / Grigioni / Grischun";133046;58354;0.439;55479;38965;16514;0.702;"Ja";1;1;"l";18;2008-11-30
"30.11.2008 Hanfinitiative";0;"Graubünden / Grigioni / Grischun";133046;59201;0.445;57257;22186;35071;0.387;"Nein";0;1;"l";18;2008-11-30
"30.11.2008 Initiative für ein flexibles AHV-Alter";4;"Graubünden / Grigioni / Grischun";133046;60759;0.457;59603;20804;38799;0.349;"Nein";0;1;"l";18;2008-11-30
"30.11.2008 Unverjährbarkeit pornografischer Straftaten an Kindern";18;"Graubünden / Grigioni / Grischun";133046;60103;0.452;58510;31335;27175;0.536;"Ja";1;1;"l";18;2008-11-30
"30.11.2008 Verbandsbeschwerderechts-Initiative";0;"Graubünden / Grigioni / Grischun";133046;58689;0.441;56229;18132;38097;0.322;"Nein";0;1;"l";18;2008-11-30
"30.11.2008 Betäubungsmittelgesetz";23;"Jura";49786;24827;0.499;23698;15231;8467;0.643;"Ja";1;1;"l";26;2008-11-30
"30.11.2008 Hanfinitiative";0;"Jura";49786;24934;0.501;24062;7747;16315;0.322;"Nein";0;1;"l";26;2008-11-30
"30.11.2008 Initiative für ein flexibles AHV-Alter";4;"Jura";49786;25100;0.504;24743;14817;9926;0.599;"Ja";1;1;"l";26;2008-11-30
"30.11.2008 Unverjährbarkeit pornografischer Straftaten an Kindern";18;"Jura";49786;24990;0.502;24235;12704;11531;0.524;"Ja";1;1;"l";26;2008-11-30
"30.11.2008 Verbandsbeschwerderechts-Initiative";0;"Jura";49786;24861;0.499;23641;6549;17092;0.277;"Nein";0;1;"l";26;2008-11-30
"30.11.2008 Betäubungsmittelgesetz";23;"Luzern";250553;118928;0.475;114364;80593;33771;0.705;"Ja";1;1;"d";3;2008-11-30
"30.11.2008 Hanfinitiative";0;"Luzern";250553;119495;0.477;116491;41673;74818;0.358;"Nein";0;1;"d";3;2008-11-30
"30.11.2008 Initiative für ein flexibles AHV-Alter";4;"Luzern";250553;120401;0.481;118509;42037;76472;0.355;"Nein";0;1;"d";3;2008-11-30
"30.11.2008 Unverjährbarkeit pornografischer Straftaten an Kindern";18;"Luzern";250553;120139;0.479;117715;59956;57759;0.509;"Ja";1;1;"d";3;2008-11-30
"30.11.2008 Verbandsbeschwerderechts-Initiative";0;"Luzern";250553;119031;0.475;114890;42025;72865;0.366;"Nein";0;1;"d";3;2008-11-30
"30.11.2008 Betäubungsmittelgesetz";23;"Neuchâtel";107621;49284;0.458;47588;30661;16927;0.644;"Ja";1;1;"l";24;2008-11-30
"30.11.2008 Hanfinitiative";0;"Neuchâtel";107621;49218;0.457;47915;13658;34257;0.285;"Nein";0;1;"l";24;2008-11-30
"30.11.2008 Initiative für ein flexibles AHV-Alter";4;"Neuchâtel";107621;49507;0.46;48893;24456;24437;0.5;"Ja";1;1;"l";24;2008-11-30
"30.11.2008 Unverjährbarkeit pornografischer Straftaten an Kindern";18;"Neuchâtel";107621;49384;0.459;48321;21654;26667;0.448;"Nein";0;1;"l";24;2008-11-30
"30.11.2008 Verbandsbeschwerderechts-Initiative";0;"Neuchâtel";107621;49289;0.458;47719;11134;36585;0.233;"Nein";0;1;"l";24;2008-11-30
"30.11.2008 Betäubungsmittelgesetz";23;"Nidwalden";29842;13798;0.462;13096;9181;3915;0.701;"Ja";0.5;0.5;"d";7;2008-11-30
"30.11.2008 Hanfinitiative";0;"Nidwalden";29842;13847;0.464;13341;4264;9077;0.32;"Nein";0;0.5;"d";7;2008-11-30
"30.11.2008 Initiative für ein flexibles AHV-Alter";4;"Nidwalden";29842;13924;0.467;13628;4189;9439;0.307;"Nein";0;0.5;"d";7;2008-11-30
"30.11.2008 Unverjährbarkeit pornografischer Straftaten an Kindern";18;"Nidwalden";29842;13876;0.465;13469;6423;7046;0.477;"Nein";0;0.5;"d";7;2008-11-30
"30.11.2008 Verbandsbeschwerderechts-Initiative";0;"Nidwalden";29842;13827;0.463;13296;6307;6989;0.474;"Nein";0;0.5;"d";7;2008-11-30
"30.11.2008 Betäubungsmittelgesetz";23;"Obwalden";24246;11425;0.471;10729;6898;3831;0.643;"Ja";0.5;0.5;"d";6;2008-11-30
"30.11.2008 Hanfinitiative";0;"Obwalden";24246;11461;0.473;10982;3640;7342;0.331;"Nein";0;0.5;"d";6;2008-11-30
"30.11.2008 Initiative für ein flexibles AHV-Alter";4;"Obwalden";24246;11514;0.475;11198;3519;7679;0.314;"Nein";0;0.5;"d";6;2008-11-30
"30.11.2008 Unverjährbarkeit pornografischer Straftaten an Kindern";18;"Obwalden";24246;11487;0.474;11095;5549;5546;0.5;"Ja";0.5;0.5;"d";6;2008-11-30
"30.11.2008 Verbandsbeschwerderechts-Initiative";0;"Obwalden";24246;11440;0.472;10832;4510;6322;0.416;"Nein";0;0.5;"d";6;2008-11-30
"30.11.2008 Betäubungsmittelgesetz";23;"Schaffhausen";48842;29562;0.605;26623;17476;9147;0.656;"Ja";1;1;"d";14;2008-11-30
"30.11.2008 Hanfinitiative";0;"Schaffhausen";48842;29633;0.607;27540;11191;16349;0.406;"Nein";0;1;"d";14;2008-11-30
"30.11.2008 Initiative für ein flexibles AHV-Alter";4;"Schaffhausen";48842;29740;0.609;28150;11653;16497;0.414;"Nein";0;1;"d";14;2008-11-30
"30.11.2008 Unverjährbarkeit pornografischer Straftaten an Kindern";18;"Schaffhausen";48842;29674;0.608;27850;16107;11743;0.578;"Ja";1;1;"d";14;2008-11-30
"30.11.2008 Verbandsbeschwerderechts-Initiative";0;"Schaffhausen";48842;29531;0.605;26467;8511;17956;0.322;"Nein";0;1;"d";14;2008-11-30
"30.11.2008 Betäubungsmittelgesetz";23;"Schweiz";4993100;2355412;0.472;2264920;1541928;722992;0.681;"Ja";1;1;"l";27;2008-11-30
